Task/Step,Start Date,End Date,Status,Duration
XenDeskTop,3/13/2019 4:28:59 pm,3/13/2019 4:29:52 pm,Completed,0:00:53
XenDeskTop,3/13/2019 4:08:46 pm,,Timed out,
XenDeskTop,3/12/2019 3:44:14 pm,3/12/2019 3:56:48 pm,Completed,0:12:34
