Task/Step,Start Date,End Date,Status,Duration,Average Time
Reconciliation for IBM PVU,4/2/2019 8:52:01 pm,4/2/2019 8:52:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 8:22:03 pm,4/2/2019 8:22:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 7:52:00 pm,4/2/2019 7:52:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 7:21:57 pm,4/2/2019 7:21:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 6:52:00 pm,4/2/2019 6:52:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 6:21:57 pm,4/2/2019 6:21:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 5:51:54 pm,4/2/2019 5:51:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 5:21:57 pm,4/2/2019 5:21:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 4:51:54 pm,4/2/2019 4:51:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 4:21:51 pm,4/2/2019 4:21:52 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 3:51:53 pm,4/2/2019 3:51:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 3:21:50 pm,4/2/2019 3:21:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 2:51:48 pm,4/2/2019 2:51:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 2:21:50 pm,4/2/2019 2:21:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 1:51:47 pm,4/2/2019 1:51:48 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 1:21:44 pm,4/2/2019 1:21:45 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 12:51:46 pm,4/2/2019 12:51:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 12:21:44 pm,4/2/2019 12:21:45 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 11:51:41 am,4/2/2019 11:51:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 11:21:43 am,4/2/2019 11:21:44 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 10:51:40 am,4/2/2019 10:51:41 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 10:21:38 am,4/2/2019 10:21:39 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 9:51:40 am,4/2/2019 9:51:41 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 9:21:37 am,4/2/2019 9:21:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 8:51:34 am,4/2/2019 8:51:35 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 8:21:36 am,4/2/2019 8:21:37 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 7:51:33 am,4/2/2019 7:51:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 7:21:35 am,4/2/2019 7:21:36 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 6:51:32 am,4/2/2019 6:51:33 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 6:21:30 am,4/2/2019 6:21:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 5:51:32 am,4/2/2019 5:51:33 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 5:21:29 am,4/2/2019 5:21:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 4:51:26 am,4/2/2019 4:51:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 4:21:28 am,4/2/2019 4:21:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 3:51:25 am,4/2/2019 3:51:27 am,Completed,0:00:02,
Reconciliation for IBM PVU,4/2/2019 3:21:28 am,4/2/2019 3:21:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 2:51:25 am,4/2/2019 2:51:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 2:21:22 am,4/2/2019 2:21:23 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 1:51:20 am,4/2/2019 1:51:21 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 1:21:22 am,4/2/2019 1:21:23 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/2/2019 12:51:46 am,4/2/2019 12:52:45 am,Completed,0:00:59,
Reconciliation for IBM PVU,4/2/2019 12:21:01 am,4/2/2019 12:21:02 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 11:51:03 pm,4/1/2019 11:51:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 11:21:00 pm,4/1/2019 11:21:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 10:50:58 pm,4/1/2019 10:50:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 10:21:00 pm,4/1/2019 10:21:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 9:50:57 pm,4/1/2019 9:50:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 9:20:54 pm,4/1/2019 9:20:56 pm,Completed,0:00:02,
Reconciliation for IBM PVU,4/1/2019 8:50:57 pm,4/1/2019 8:50:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 8:20:54 pm,4/1/2019 8:20:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 7:50:51 pm,4/1/2019 7:50:52 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 7:20:54 pm,4/1/2019 7:20:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 6:50:50 pm,4/1/2019 6:50:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 6:20:48 pm,4/1/2019 6:20:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 5:50:49 pm,4/1/2019 5:50:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 5:20:46 pm,4/1/2019 5:20:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 4:50:48 pm,4/1/2019 4:50:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 4:20:46 pm,4/1/2019 4:20:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 3:50:43 pm,4/1/2019 3:50:44 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 3:20:40 pm,4/1/2019 3:20:41 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 2:50:42 pm,4/1/2019 2:50:43 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 2:20:39 pm,4/1/2019 2:20:40 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 1:50:37 pm,4/1/2019 1:50:38 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 1:20:39 pm,4/1/2019 1:20:40 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 12:50:36 pm,4/1/2019 12:50:37 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 12:20:33 pm,4/1/2019 12:20:34 pm,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 11:50:36 am,4/1/2019 11:50:37 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 11:20:33 am,4/1/2019 11:20:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 10:50:30 am,4/1/2019 10:50:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 10:20:32 am,4/1/2019 10:20:33 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 9:50:29 am,4/1/2019 9:50:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 9:20:32 am,4/1/2019 9:20:33 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 8:50:29 am,4/1/2019 8:50:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 8:20:26 am,4/1/2019 8:20:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 7:50:28 am,4/1/2019 7:50:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 7:20:26 am,4/1/2019 7:20:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 6:50:23 am,4/1/2019 6:50:24 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 6:20:25 am,4/1/2019 6:20:27 am,Completed,0:00:02,
Reconciliation for IBM PVU,4/1/2019 5:50:52 am,4/1/2019 5:51:39 am,Completed,0:00:47,
Reconciliation for IBM PVU,4/1/2019 5:20:31 am,4/1/2019 5:21:11 am,Completed,0:00:40,
Reconciliation for IBM PVU,4/1/2019 4:50:09 am,4/1/2019 4:50:48 am,Completed,0:00:39,
Reconciliation for IBM PVU,4/1/2019 4:19:59 am,4/1/2019 4:20:56 am,Completed,0:00:57,
Reconciliation for IBM PVU,4/1/2019 3:48:59 am,4/1/2019 3:49:01 am,Completed,0:00:02,
Reconciliation for IBM PVU,4/1/2019 3:19:00 am,4/1/2019 3:19:02 am,Completed,0:00:02,
Reconciliation for IBM PVU,4/1/2019 2:48:57 am,4/1/2019 2:49:00 am,Completed,0:00:03,
Reconciliation for IBM PVU,4/1/2019 2:18:56 am,4/1/2019 2:19:06 am,Completed,0:00:10,
Reconciliation for IBM PVU,4/1/2019 1:49:26 am,4/1/2019 1:49:29 am,Completed,0:00:03,
Reconciliation for IBM PVU,4/1/2019 1:18:26 am,4/1/2019 1:18:27 am,Completed,0:00:01,
Reconciliation for IBM PVU,4/1/2019 12:48:46 am,4/1/2019 12:49:14 am,Completed,0:00:28,
Reconciliation for IBM PVU,4/1/2019 12:18:10 am,4/1/2019 12:18:11 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 11:48:07 pm,3/31/2019 11:48:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 11:18:04 pm,3/31/2019 11:18:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 10:48:06 pm,3/31/2019 10:48:07 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 10:18:04 pm,3/31/2019 10:18:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 9:48:01 pm,3/31/2019 9:48:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 9:18:03 pm,3/31/2019 9:18:05 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/31/2019 8:48:01 pm,3/31/2019 8:48:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 8:18:03 pm,3/31/2019 8:18:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 7:48:00 pm,3/31/2019 7:48:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 7:17:58 pm,3/31/2019 7:17:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 6:47:56 pm,3/31/2019 6:47:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 6:17:58 pm,3/31/2019 6:17:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 5:47:55 pm,3/31/2019 5:47:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 5:17:53 pm,3/31/2019 5:17:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 4:47:55 pm,3/31/2019 4:47:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 4:17:52 pm,3/31/2019 4:17:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 3:47:55 pm,3/31/2019 3:47:56 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 3:17:52 pm,3/31/2019 3:17:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 2:47:49 pm,3/31/2019 2:47:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 2:17:52 pm,3/31/2019 2:17:53 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 1:47:49 pm,3/31/2019 1:47:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 1:17:46 pm,3/31/2019 1:17:47 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 12:47:48 pm,3/31/2019 12:47:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 12:17:45 pm,3/31/2019 12:17:46 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 11:47:47 am,3/31/2019 11:47:48 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 11:17:45 am,3/31/2019 11:17:46 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 10:47:42 am,3/31/2019 10:47:43 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 10:17:44 am,3/31/2019 10:17:45 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 9:47:41 am,3/31/2019 9:47:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 9:17:39 am,3/31/2019 9:17:40 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 8:47:41 am,3/31/2019 8:47:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 8:17:38 am,3/31/2019 8:17:39 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 7:47:40 am,3/31/2019 7:47:42 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/31/2019 7:17:41 am,3/31/2019 7:17:49 am,Completed,0:00:08,
Reconciliation for IBM PVU,3/31/2019 6:47:35 am,3/31/2019 6:47:36 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 6:17:57 am,3/31/2019 6:18:25 am,Completed,0:00:28,
Reconciliation for IBM PVU,3/31/2019 5:47:25 am,3/31/2019 5:47:26 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 5:17:28 am,3/31/2019 5:17:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 4:47:06 am,3/31/2019 4:47:28 am,Completed,0:00:22,
Reconciliation for IBM PVU,3/31/2019 4:16:55 am,3/31/2019 4:16:56 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 3:46:41 am,3/31/2019 3:46:45 am,Completed,0:00:04,
Reconciliation for IBM PVU,3/31/2019 3:16:33 am,3/31/2019 3:16:35 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/31/2019 2:46:30 am,3/31/2019 2:46:31 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 2:16:28 am,3/31/2019 2:16:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 1:46:29 am,3/31/2019 1:46:30 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/31/2019 1:16:27 am,3/31/2019 1:16:29 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/31/2019 12:46:53 am,3/31/2019 12:47:35 am,Completed,0:00:42,
Reconciliation for IBM PVU,3/31/2019 12:16:06 am,3/31/2019 12:16:07 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 11:46:07 pm,3/30/2019 11:46:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 11:16:05 pm,3/30/2019 11:16:06 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 10:46:07 pm,3/30/2019 10:46:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 10:16:04 pm,3/30/2019 10:16:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 9:46:01 pm,3/30/2019 9:46:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 9:16:04 pm,3/30/2019 9:16:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 8:46:01 pm,3/30/2019 8:46:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 8:16:03 pm,3/30/2019 8:16:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 7:46:00 pm,3/30/2019 7:46:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 7:15:58 pm,3/30/2019 7:15:59 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 6:46:00 pm,3/30/2019 6:46:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 6:15:57 pm,3/30/2019 6:15:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 5:45:54 pm,3/30/2019 5:45:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 5:15:57 pm,3/30/2019 5:15:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 4:45:54 pm,3/30/2019 4:45:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 4:15:53 pm,3/30/2019 4:15:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 3:45:54 pm,3/30/2019 3:45:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 3:15:51 pm,3/30/2019 3:15:52 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 2:45:53 pm,3/30/2019 2:45:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 2:15:50 pm,3/30/2019 2:15:51 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 1:45:48 pm,3/30/2019 1:45:49 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 1:15:50 pm,3/30/2019 1:15:50 pm,Completed,0:00:00,
Reconciliation for IBM PVU,3/30/2019 12:45:47 pm,3/30/2019 12:45:48 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 12:15:49 pm,3/30/2019 12:15:50 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 11:45:47 am,3/30/2019 11:45:48 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 11:15:43 am,3/30/2019 11:15:45 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/30/2019 10:45:47 am,3/30/2019 10:45:48 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 10:15:43 am,3/30/2019 10:15:44 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 9:45:40 am,3/30/2019 9:45:41 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 9:15:42 am,3/30/2019 9:15:43 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 8:45:39 am,3/30/2019 8:45:40 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 8:15:41 am,3/30/2019 8:15:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 7:45:38 am,3/30/2019 7:45:40 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/30/2019 7:15:36 am,3/30/2019 7:15:37 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 6:45:33 am,3/30/2019 6:45:34 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 6:15:41 am,3/30/2019 6:15:42 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 5:45:37 am,3/30/2019 5:45:48 am,Completed,0:00:11,
Reconciliation for IBM PVU,3/30/2019 5:15:16 am,3/30/2019 5:15:21 am,Completed,0:00:05,
Reconciliation for IBM PVU,3/30/2019 4:45:09 am,3/30/2019 4:45:15 am,Completed,0:00:06,
Reconciliation for IBM PVU,3/30/2019 4:15:05 am,3/30/2019 4:15:13 am,Completed,0:00:08,
Reconciliation for IBM PVU,3/30/2019 3:45:10 am,3/30/2019 3:45:48 am,Completed,0:00:38,
Reconciliation for IBM PVU,3/30/2019 3:14:35 am,3/30/2019 3:14:37 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/30/2019 2:44:37 am,3/30/2019 2:44:38 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 2:14:38 am,3/30/2019 2:14:45 am,Completed,0:00:07,
Reconciliation for IBM PVU,3/30/2019 1:44:31 am,3/30/2019 1:44:33 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/30/2019 1:14:28 am,3/30/2019 1:14:29 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/30/2019 12:44:55 am,3/30/2019 12:45:35 am,Completed,0:00:40,
Reconciliation for IBM PVU,3/30/2019 12:14:17 am,3/30/2019 12:14:18 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 11:44:14 pm,3/29/2019 11:44:15 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 11:14:16 pm,3/29/2019 11:14:18 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 10:44:14 pm,3/29/2019 10:44:15 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 10:14:11 pm,3/29/2019 10:14:12 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 9:44:13 pm,3/29/2019 9:44:14 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 9:14:10 pm,3/29/2019 9:14:12 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 8:44:08 pm,3/29/2019 8:44:09 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 8:14:10 pm,3/29/2019 8:14:12 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 7:44:07 pm,3/29/2019 7:44:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 7:14:04 pm,3/29/2019 7:14:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 6:44:06 pm,3/29/2019 6:44:08 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 6:14:04 pm,3/29/2019 6:14:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 5:44:06 pm,3/29/2019 5:44:09 pm,Completed,0:00:03,
Reconciliation for IBM PVU,3/29/2019 5:14:03 pm,3/29/2019 5:14:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 4:44:01 pm,3/29/2019 4:44:02 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 4:14:03 pm,3/29/2019 4:14:04 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 3:44:00 pm,3/29/2019 3:44:01 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 3:13:57 pm,3/29/2019 3:13:58 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 2:43:59 pm,3/29/2019 2:44:00 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 2:13:56 pm,3/29/2019 2:13:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 1:43:54 pm,3/29/2019 1:43:55 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 1:13:56 pm,3/29/2019 1:13:57 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 12:43:53 pm,3/29/2019 12:43:54 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 12:13:55 pm,3/29/2019 12:13:57 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 11:43:52 am,3/29/2019 11:43:54 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 11:13:50 am,3/29/2019 11:13:51 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 10:43:52 am,3/29/2019 10:43:53 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 10:13:49 am,3/29/2019 10:13:50 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 9:43:46 am,3/29/2019 9:43:47 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 9:13:49 am,3/29/2019 9:13:50 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 8:43:46 am,3/29/2019 8:43:47 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 8:13:43 am,3/29/2019 8:13:44 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 7:43:45 am,3/29/2019 7:43:47 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 7:13:43 am,3/29/2019 7:13:44 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 6:43:51 am,3/29/2019 6:43:52 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 6:13:42 am,3/29/2019 6:13:44 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 5:43:24 am,3/29/2019 5:43:29 am,Completed,0:00:05,
Reconciliation for IBM PVU,3/29/2019 5:13:11 am,3/29/2019 5:13:12 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 4:43:05 am,3/29/2019 4:43:10 am,Completed,0:00:05,
Reconciliation for IBM PVU,3/29/2019 4:12:56 am,3/29/2019 4:12:58 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 3:42:49 am,3/29/2019 3:42:54 am,Completed,0:00:05,
Reconciliation for IBM PVU,3/29/2019 3:12:44 am,3/29/2019 3:12:45 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 2:42:42 am,3/29/2019 2:42:44 am,Completed,0:00:02,
Reconciliation for IBM PVU,3/29/2019 2:12:39 am,3/29/2019 2:12:40 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 1:42:36 am,3/29/2019 1:42:37 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/29/2019 1:12:43 am,3/29/2019 1:12:50 am,Completed,0:00:07,
Reconciliation for IBM PVU,3/29/2019 12:43:04 am,3/29/2019 12:43:51 am,Completed,0:00:47,
Reconciliation for IBM PVU,3/29/2019 12:12:18 am,3/29/2019 12:12:19 am,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 11:42:20 pm,3/28/2019 11:42:21 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 11:12:17 pm,3/28/2019 11:12:19 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 10:42:14 pm,3/28/2019 10:42:15 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 10:12:17 pm,3/28/2019 10:12:18 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 9:42:14 pm,3/28/2019 9:42:15 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 9:12:11 pm,3/28/2019 9:12:12 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 8:42:13 pm,3/28/2019 8:42:14 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 8:12:10 pm,3/28/2019 8:12:11 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 7:42:07 pm,3/28/2019 7:42:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 7:12:09 pm,3/28/2019 7:12:11 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 6:42:07 pm,3/28/2019 6:42:09 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 6:12:04 pm,3/28/2019 6:12:06 pm,Completed,0:00:02,
Reconciliation for IBM PVU,3/28/2019 5:42:07 pm,3/28/2019 5:42:08 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 5:12:04 pm,3/28/2019 5:12:05 pm,Completed,0:00:01,
Reconciliation for IBM PVU,3/28/2019 4:42:02 pm,3/28/2019 4:42:04 pm,Completed,0:00:02,
